Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,PlayerId,Team
Wandy Peralta ,55.9,53,3,1,3.81,1.32,24,49,25,6,58,0,3,0,6501 d,SD 
Josh Winckowski ,72.5,65,4,2,4.18,1.36,34,73,25,8,66,1,4,0,44147 ,BOS 
Drew Smyly ,74.1,73,4,1,4.43,1.32,36,73,25,12,50,4,5,0,4482 d,CHC 
Casey Mize ,104.2,78,5,0,4.58,1.32,53,106,31,15,20,20,7,1,7399 d,DET 
Emilio Pagan ,65.1,69,3,2,4.46,1.27,32,59,23,12,65,0,4,0,7143 d,CIN 
Kevin Kelly ,50.8,45,2,1,3.81,1.22,21,47,15,5,49,0,2,0,45797 ,TB 
Brooks Raley ,58.7,64,2,2,3.99,1.30,26,53,23,7,63,0,3,0,5362 d,NYM 
Mason Black ,68.1,66,4,0,4.24,1.33,32,65,26,9,33,9,4,0,46147 ,SF 
Scott McGough ,58.3,64,3,2,4.13,1.32,27,54,24,8,57,0,3,0,5826 d,ARI 
Tommy Kahnle ,49.9,57,2,1,3.91,1.26,22,42,21,7,50,0,2,0,5382 d,NYY 
Adrian Houser ,125.1,92,7,0,4.49,1.41,62,129,47,15,28,22,8,0,5857 d,NYM 
Matt Manning ,111.7,83,6,0,4.63,1.35,58,113,37,16,25,21,8,0,6421 d,DET 
Steven Okert ,53.3,65,2,0,4.10,1.25,24,45,22,8,54,0,3,0,5927 d,MIN 
Trevor Richards ,55.2,69,2,0,4.12,1.27,25,46,24,8,51,0,3,0,7242 d,TOR 
Paul Blackburn ,135.0,109,6,0,4.55,1.40,68,142,47,17,26,25,9,0,6440 d,OAK 
Josiah Gray ,166.2,155,8,0,4.86,1.41,90,159,75,29,30,30,12,0,8218 d,WSH 
Luke Jackson ,57.0,61,3,1,4.01,1.34,25,53,24,7,57,0,3,0,5646 d,SF 
Jose Soriano ,62.4,73,3,0,3.99,1.38,28,53,33,7,58,1,3,0,7899 d,LAA 
Jay Jackson ,46.3,49,3,0,4.08,1.24,21,42,15,7,46,0,2,0,5852 d,MIN 
Robbie Ray ,51.5,56,3,0,4.17,1.27,24,47,18,8,12,9,3,0,5484 d,SF 
Bailey Falter ,97.6,75,5,0,4.61,1.33,50,103,26,16,39,14,6,0,44073 ,PIT 
Roansy Contreras ,90.5,82,4,0,4.51,1.34,45,87,34,13,43,11,5,0,44067 ,PIT 
Ryan Borucki ,55.2,50,3,0,4.07,1.28,25,51,20,7,56,0,3,0,6591 d,PIT 
Kirby Yates ,61.0,73,3,2,4.32,1.35,29,51,31,9,61,0,4,0,5217 d,TEX 
Joe Mantiply ,54.4,46,3,0,3.97,1.29,24,56,15,6,54,0,3,0,6502 d,ARI 
Blake Treinen ,46.3,47,3,0,3.98,1.27,20,42,16,6,47,0,2,0,5473 d,LAD 
Sawyer Gipson-Long ,59.2,56,3,0,4.29,1.27,28,58,17,8,27,7,4,0,45077 ,DET 
Kody Funderburk ,42.7,46,3,0,3.66,1.32,17,38,18,4,40,0,2,0,45523 ,MIN 
Ryan Yarbrough ,62.9,51,4,0,4.50,1.26,31,66,14,10,35,4,3,0,6719 d,LAD 
Javier Assad ,100.2,83,5,0,4.43,1.39,49,100,39,13,42,13,5,0,45824 ,CHC 
Justin Lawrence ,65.5,67,3,16,4.51,1.47,33,63,33,7,66,0,4,0,8169 d,COL 
Cody Bradford ,69.2,60,4,0,4.57,1.28,35,71,18,12,39,8,4,0,45173 ,TEX 
Tyler Mahle ,47.1,48,3,0,4.14,1.25,22,43,16,7,17,7,3,0,6637 d,TEX 
Chris Devenski ,56.5,55,3,0,4.40,1.25,28,54,17,9,53,1,3,0,6318 d,TB 
Anthony Bender ,49.6,51,2,2,4.02,1.28,22,45,19,6,50,0,3,0,44091 ,MIA 
Rafael Montero ,60.6,65,3,0,4.23,1.33,29,57,24,8,60,0,3,0,4763 d,HOU 
Drew Smith ,58.2,61,3,1,4.32,1.31,28,52,24,9,58,0,4,0,7141 d,NYM 
Max Meyer ,79.4,72,4,0,4.36,1.37,39,78,31,10,16,16,5,0,43836 ,MIA 
Miguel Castro ,59.5,59,3,2,4.19,1.35,28,54,27,7,62,0,3,0,5695 d,ARI 
Phil Bickford ,54.8,60,3,0,4.31,1.30,26,48,23,8,55,0,3,0,4957 d,NYM 
Luis Garcia ,60.2,57,3,0,4.09,1.34,27,59,22,7,61,0,3,0,5146 d,LAA 
Ryne Stanek ,54.1,59,3,0,4.15,1.33,25,46,26,7,55,0,2,0,4943 d,RP) FA 
Justin Topa ,57.8,50,3,1,4.08,1.33,26,58,18,6,59,0,3,0,44009 ,MIN 
Steven Wilson ,54.3,59,2,1,4.22,1.28,25,45,25,8,54,0,3,0,44195 ,SD 
Trevor Gott ,59.0,57,2,3,4.21,1.31,28,56,21,7,60,0,4,0,5089 d,OAK 
Tristan Beck ,91.3,76,5,0,4.56,1.37,46,94,31,12,34,12,5,0,6996 d,SF 
Matt Moore ,57.9,61,3,2,4.26,1.35,27,53,25,8,53,0,3,0,3735 d,LAA 
Hayden Wesneski ,62.0,58,3,0,4.33,1.30,30,59,21,9,31,6,4,0,44900 ,CHC 
Trevor Bauer ,44.1,47,2,0,4.12,1.21,20,38,15,7,8,8,3,0,4394 d,SP) FA 
Andrew Saalfrank ,56.2,58,3,0,3.85,1.40,24,51,28,5,59,0,3,0,47257 ,ARI 
Martin Perez ,146.3,104,8,0,4.58,1.44,74,157,54,18,26,26,9,0,3501 d,PIT 
Victor Gonzalez ,51.0,49,3,0,3.99,1.33,23,47,21,5,52,0,3,0,36677 ,NYY 
Scott Alexander ,49.8,36,3,0,3.86,1.30,21,50,15,4,53,1,3,0,5838 d,OAK 
Ryan Thompson ,56.3,48,3,0,4.06,1.32,25,56,18,6,55,0,3,0,8201 d,ARI 
Tom Cosgrove ,55.0,55,2,0,4.03,1.30,25,48,23,7,55,0,3,0,45722 ,SD 
Dany Jimenez ,56.4,63,2,5,4.21,1.37,26,47,30,8,57,0,4,0,40917 ,OAK 
Bennett Sousa ,51.4,53,3,0,4.15,1.32,24,47,21,7,51,0,2,0,43928 ,HOU 
Nate Pearson ,43.0,47,3,0,4.11,1.29,20,36,19,6,41,0,2,0,7261 d,TOR 
Tayler Saucedo ,55.7,52,3,0,4.03,1.35,25,52,24,6,59,0,3,0,44658 ,SEA 
Colin Holderman ,60.6,58,2,1,4.04,1.34,27,56,25,6,60,0,3,0,45621 ,PIT 
Kyle Nelson ,47.6,50,3,0,4.10,1.32,22,44,19,6,51,0,3,0,43931 ,ARI 
Dylan Lee ,36.7,38,2,0,3.83,1.21,16,34,10,5,38,0,1,0,8426 d,ATL 
Michael Tonkin ,51.6,53,3,0,4.40,1.28,25,47,19,8,50,0,3,0,5364 d,NYM 
Nick Robertson ,42.8,44,2,0,3.87,1.27,18,39,15,5,42,0,2,0,44205 ,STL 
Woo-Suk Go ,59.8,67,2,3,4.17,1.38,28,53,30,7,59,0,2,0,48284 ,SD 
Sixto Sanchez ,41.3,39,2,0,3.80,1.26,17,40,12,4,38,1,2,0,6981 d,MIA 
Nick Anderson ,52.8,48,3,1,4.32,1.30,25,53,16,8,54,0,3,0,8164 d,KC 
Michael Grove ,47.3,50,3,0,4.36,1.29,23,46,15,7,37,3,2,0,43947 ,LAD 
Zack Greinke ,101.1,68,5,0,4.70,1.34,53,113,23,16,19,19,7,0,4032 d,SP) FA 
Connor Brogdon ,49.7,50,3,0,4.29,1.31,24,46,19,7,51,0,2,0,8569 d,PHI 
Bowden Francis ,51.2,50,3,0,4.44,1.28,25,47,18,9,36,3,3,0,44015 ,TOR 
Chris Stratton ,66.0,61,3,0,4.32,1.35,32,65,24,8,62,0,3,0,4794 d,KC 
Dylan Floro ,55.4,49,3,1,4.23,1.34,26,57,18,6,57,0,4,0,6430 d,WSH 
Alex Faedo ,49.4,48,2,0,4.28,1.25,24,46,15,7,44,1,3,0,6793 d,DET 
Erick Fedde ,139.7,117,7,0,4.88,1.40,76,145,50,23,26,26,10,0,6029 d,CWS 
Genesis Cabrera ,57.0,57,3,0,4.29,1.35,27,52,25,8,58,0,3,0,8037 d,TOR 
Luke Little ,42.0,52,2,0,3.75,1.37,17,34,24,4,45,0,2,0,44602 ,CHC 
Tyler Alexander ,51.4,44,3,0,4.47,1.26,26,52,13,8,38,3,3,0,8681 d,TB 
Jesse Chavez ,55.2,55,2,1,4.18,1.33,26,53,20,8,56,0,2,0,3505 d,CWS 
Cionel Perez ,55.7,51,3,0,3.95,1.40,24,52,26,5,59,0,3,0,6631 d,BAL 
Tylor Megill ,93.3,83,5,0,4.64,1.40,48,95,35,14,36,14,6,0,44185 ,NYM 
Hyun Jin Ryu ,49.2,36,4,0,4.29,1.32,23,53,12,7,13,9,4,0,4641 d,SP) FA 
Ricky Tiedemann ,43.6,48,2,0,3.97,1.31,19,38,19,6,12,8,3,0,45344 ,TOR 
Shelby Miller ,53.6,55,3,1,4.34,1.35,26,47,25,7,53,0,3,0,3934 d,DET 
Jacob Webb ,56.3,57,3,0,4.32,1.35,27,51,25,8,56,0,3,0,8371 d,BAL 
Keegan Akin ,41.4,43,2,0,4.04,1.27,19,39,14,5,36,0,2,0,39140 ,BAL 
Taylor Clarke ,56.4,58,3,0,4.44,1.33,28,55,20,9,55,0,3,0,7494 d,MIL 
Ryne Nelson ,118.1,87,6,0,4.78,1.38,63,124,39,18,30,20,7,0,38389 ,ARI 
John King ,54.8,37,3,0,3.93,1.36,24,59,16,5,50,0,3,0,43998 ,STL 
Trent Thornton ,54.2,48,3,0,4.29,1.33,26,53,19,8,50,0,3,0,7635 d,SEA 
Jake Diekman ,55.8,68,3,0,4.18,1.43,26,46,34,7,58,0,3,0,4268 d,NYM 
Ron Marinaccio ,51.6,58,3,0,4.34,1.36,25,43,27,7,52,0,3,0,45015 ,NYY 
Mike Baumann ,51.1,49,3,0,4.17,1.36,24,47,22,6,44,0,3,1,43719 ,BAL 
J.P. Feyereisen ,44.3,44,3,0,4.25,1.32,21,39,19,7,45,0,2,0,6449 d,LAD 
Bryan Baker ,43.6,46,2,0,3.98,1.32,19,38,20,5,44,0,2,0,43674 ,BAL 
Lucas Sims ,59.5,70,3,2,4.64,1.37,31,50,32,9,61,0,4,0,4320 d,CIN 
Beau Brieske ,54.0,47,2,0,4.24,1.29,25,52,18,7,52,1,3,0,45085 ,DET 
Eduard Bazardo ,36.7,35,2,0,4.01,1.24,16,34,12,5,34,0,2,0,44068 ,SEA 
Grant Anderson ,50.7,50,3,0,4.33,1.34,24,48,20,7,47,0,2,0,45646 ,TEX 
Jose Cuas ,56.2,56,3,0,4.21,1.39,26,53,25,7,58,0,3,0,8002 d,CHC 
Ray Kerr ,45.8,52,3,0,4.10,1.40,21,41,23,5,44,0,2,0,44996 ,ATL 
Seth Martinez ,47.6,47,2,0,4.15,1.31,22,44,19,6,47,0,2,0,44186 ,HOU 
Sam Moll ,57.6,61,2,0,4.17,1.37,27,52,27,7,58,0,3,0,5057 d,CIN 
Robert Garcia ,56.2,59,3,0,4.29,1.39,27,51,27,7,54,0,3,0,47023 ,WSH 
Miguel Diaz ,51.9,50,3,0,4.23,1.37,24,49,22,6,48,0,3,0,6625 d,DET 
Bryse Wilson ,63.6,50,3,0,4.47,1.32,32,66,18,10,52,1,3,0,7397 d,MIL 
Matt Waldron ,84.9,66,5,0,4.79,1.36,45,88,27,14,16,15,5,0,45496 ,SD 
Adrian Morejon ,44.0,42,3,0,4.26,1.33,21,42,17,6,37,2,2,0,25391 ,SD 
Ben Joyce ,47.4,56,2,2,4.21,1.38,22,40,25,6,50,0,3,0,46588 ,LAA 
Brennan Bernardino ,56.1,57,2,0,4.13,1.37,26,54,22,7,59,0,2,0,46244 ,BOS 
Ryan Fernandez ,39.9,35,3,0,4.08,1.33,18,39,14,5,41,0,2,0,45889 ,STL 
Tanner Banks ,52.6,47,2,0,4.28,1.30,25,53,15,8,47,1,3,0,8580 d,CWS 
Emerson Hancock ,69.0,55,4,0,4.62,1.35,35,69,25,10,30,10,4,0,43825 ,SEA 
Scott Effross ,35.1,33,2,0,3.99,1.25,16,34,10,4,33,0,2,0,44840 ,NYY 
Matthew Liberatore ,61.8,54,3,0,4.33,1.37,30,61,24,7,36,6,4,0,7459 d,STL 
Carmen Mlodzinski ,56.5,52,3,1,4.28,1.39,27,54,24,7,56,0,4,0,43808 ,PIT 
Ben Lively ,62.1,55,3,0,4.52,1.34,31,63,20,9,45,3,4,0,5211 d,CLE 
Isaiah Campbell ,46.4,45,3,0,4.22,1.37,22,45,18,6,48,0,3,0,38329 ,BOS 
Yariel Rodriguez ,67.5,66,3,0,4.45,1.39,33,63,31,9,41,6,3,0,48332 ,TOR 
Zach Jackson ,47.2,55,2,1,4.11,1.40,22,39,27,6,48,0,3,0,8475 d,OAK 
Ronel Blanco ,61.8,64,3,0,4.46,1.39,31,57,29,10,53,2,3,0,44184 ,HOU 
Ken Waldichuk ,60.9,59,3,0,4.43,1.38,30,57,27,8,24,9,4,0,44904 ,OAK 
Tyler Kinley ,60.1,60,2,8,4.75,1.38,32,60,23,9,61,0,3,0,7371 d,COL 
Michael Fulmer ,36.3,38,2,0,4.04,1.30,16,33,14,4,33,0,2,0,5878 d,BOS 
Dillon Tate ,54.0,42,2,1,4.31,1.31,26,53,17,6,53,0,3,0,6013 d,BAL 
Elvis Peguero ,51.1,47,2,0,4.18,1.34,24,48,20,6,51,0,3,0,44818 ,MIL 
Ben Brown ,38.6,42,2,0,4.11,1.32,18,35,16,5,26,3,2,0,8573 d,CHC 
Andre Pallante ,61.2,45,3,0,3.99,1.43,27,63,25,5,58,0,3,0,45747 ,STL 
Tim Herrin ,33.3,35,2,0,3.83,1.33,14,30,14,3,33,0,2,0,45689 ,CLE 
Huascar Ynoa ,50.4,52,3,0,4.50,1.36,25,49,20,7,26,5,3,0,8372 d,ATL 
Collin McHugh ,42.6,39,2,0,4.16,1.31,20,43,13,5,33,1,1,0,4601 d,RP) RET 
Jordan Weems ,62.2,64,3,0,4.56,1.38,32,57,29,9,59,0,3,0,39899 ,WSH 
Yency Almonte ,48.5,50,2,0,4.25,1.35,23,43,22,6,48,0,2,0,5681 d,CHC 
Mitch Spence ,46.7,38,2,0,4.14,1.32,21,47,15,5,35,3,3,0,45318 ,OAK 
Huascar Brazoban ,53.1,58,2,0,4.18,1.40,25,48,26,6,52,0,3,0,45492 ,MIA 
Zack Thompson ,57.7,55,3,0,4.31,1.41,28,55,27,7,32,6,3,0,20342 ,STL 
Luis Medina ,120.9,113,6,0,4.65,1.48,62,115,64,14,28,22,9,0,39252 ,OAK 
Jake Latz ,42.2,46,2,0,4.17,1.35,20,38,19,6,41,0,2,0,44337 ,TEX 
Jordan Leasure ,43.0,46,2,3,4.40,1.36,21,39,20,7,48,0,3,0,47411 ,CWS 
Joe Boyle ,93.5,103,5,0,4.49,1.52,47,79,63,11,28,16,7,0,44486 ,OAK 
JT Chargois ,56.2,51,2,1,4.27,1.37,27,54,23,7,58,0,2,0,5881 d,MIA 
Jorge Lopez ,54.5,52,2,1,4.39,1.35,27,53,21,7,51,0,3,0,5858 d,NYM 
Brent Suter ,66.0,55,3,1,4.39,1.40,32,68,25,9,62,0,4,0,6482 d,CIN 
Jorge Alcala ,42.5,43,2,0,4.35,1.30,21,39,16,6,40,0,2,0,32878 ,MIN 
Gavin Stone ,45.6,45,3,0,4.48,1.35,23,45,17,7,27,4,2,0,44899 ,LAD 
Paul Skenes ,53.6,48,2,0,4.45,1.31,27,49,21,6,11,10,3,0,47239 ,PIT 
Tanner Rainey ,55.0,63,2,4,4.60,1.40,28,48,29,8,56,0,3,0,7886 d,WSH 
Jose Hernandez ,47.4,51,2,0,4.25,1.37,22,43,22,6,48,0,3,0,46649 ,PIT 
Jarlin Garcia ,33.1,30,2,0,4.15,1.26,15,31,10,5,32,0,2,0,5934 d,RP) FA 
Ian Gibaut ,58.4,59,3,0,4.48,1.40,29,57,25,8,57,0,3,0,7360 d,CIN 
Greg Weissert ,45.5,48,3,0,4.36,1.40,22,42,22,6,44,0,2,0,10611 ,BOS 
Brad Hand ,42.9,42,3,0,4.38,1.37,21,40,18,6,44,0,3,0,4240 d,RP) FA 
Prelander Berroa ,41.4,49,2,1,4.18,1.40,19,34,24,5,39,0,2,0,26966 ,CWS 
Shintaro Fujinami ,60.3,67,3,0,4.52,1.42,30,53,33,7,59,0,4,0,6976 d,NYM 
Cade Smith ,36.7,41,2,0,4.12,1.35,17,32,17,5,38,0,2,0,45654 ,CLE 
Cade Cavalli ,49.4,48,3,0,4.40,1.39,24,46,23,6,21,7,3,0,43871 ,WSH 
Thyago Vieira ,31.7,35,2,0,4.15,1.30,15,28,13,4,30,0,2,0,6553 d,MIL 
Bryan Hudson ,33.3,36,2,0,3.96,1.35,15,30,15,4,31,0,2,0,7396 d,MIL 
Mauricio Llovera ,37.2,36,2,0,4.25,1.30,18,34,14,5,36,0,2,0,8636 d,SEA 
AJ Smith-Shawver ,55.3,57,3,0,4.60,1.38,28,51,25,9,24,8,3,0,45241 ,ATL 
Kyle Hurt ,42.9,53,2,0,4.23,1.40,20,36,24,5,38,2,2,1,43985 ,LAD 
Pedro Avila ,87.0,78,4,0,4.61,1.43,45,85,40,12,32,14,5,0,6614 d,SD 
Parker Mushinski ,32.9,33,2,0,4.01,1.33,15,31,13,4,33,0,1,0,45474 ,HOU 
Cody Morris ,37.9,41,2,0,4.18,1.36,18,34,17,5,36,0,2,0,44886 ,NYY 
Daniel Palencia ,46.4,51,2,0,4.32,1.38,22,41,23,6,46,0,2,0,44792 ,CHC 
Manuel Rodriguez ,30.7,32,2,1,4.01,1.36,14,28,14,3,31,0,1,0,39241 ,TB 
Alek Jacob ,31.8,30,2,0,4.18,1.29,15,30,11,4,32,0,1,0,46893 ,SD 
Kai-Wei Teng ,63.8,65,3,0,4.49,1.43,32,60,32,7,36,6,4,0,26945 ,SF 
Tyler Matzek ,48.1,50,3,0,4.33,1.44,23,43,26,6,49,0,2,0,4749 d,ATL 
Aaron Loup ,45.3,41,2,0,4.19,1.37,21,46,16,5,47,0,3,0,4509 d,RP) FA 
Luke Weaver ,64.5,60,3,0,4.76,1.36,34,67,21,11,45,5,3,0,6196 d,NYY 
Brandon Bielak ,51.0,44,3,0,4.34,1.41,25,51,21,7,41,2,3,0,8436 d,HOU 
Nick Vespi ,31.7,29,2,0,4.12,1.31,15,31,11,4,30,0,1,0,45486 ,BAL 
Jared Jones ,69.8,61,4,0,4.71,1.41,37,69,29,9,17,13,4,0,43901 ,PIT 
Anthony Maldonado ,26.1,28,2,0,4.08,1.30,12,24,10,3,24,0,2,0,47272 ,MIA 
Anthony Bass ,27.0,26,2,0,4.07,1.29,12,25,10,4,27,0,1,0,4438 d,RP) FA 
Peter Strzelecki ,33.3,34,2,0,4.28,1.32,16,31,13,4,34,0,2,0,46153 ,ARI 
Jose Suarez ,63.0,58,3,0,4.63,1.39,32,62,25,10,35,6,4,0,7919 d,LAA 
Mitch White ,49.6,45,2,0,4.42,1.35,24,49,18,7,44,2,2,0,7132 d,TOR 
Slade Cecconi ,45.6,38,2,0,4.52,1.30,23,47,12,7,25,5,2,0,7270 d,ARI 
Nick Ramirez ,39.1,32,2,0,4.22,1.33,18,40,12,5,35,0,1,0,8119 d,NYY 
Joey Lucchesi ,47.9,38,3,0,4.43,1.38,24,48,18,6,19,7,3,0,7444 d,NYM 
Ty Adcock ,27.8,25,1,0,4.08,1.19,13,26,7,4,28,0,1,0,44299 ,SEA 
Josh Staumont ,37.4,44,2,0,4.32,1.38,18,31,21,4,39,0,2,0,6686 d,MIN 
Jake Bird ,66.4,56,3,1,4.46,1.43,33,69,26,7,64,0,3,0,45396 ,COL 
Austin Voth ,51.7,49,2,0,4.52,1.35,26,51,18,8,38,3,3,0,6137 d,SEA 
Clayton Beeter ,47.6,50,3,0,4.61,1.40,24,43,23,7,25,6,3,0,43817 ,NYY 
Marc Church ,41.7,43,3,0,4.47,1.41,21,39,20,6,43,0,3,0,45178 ,TEX 
Riley O'Brien ,45.2,46,2,0,4.20,1.41,21,41,23,5,45,0,2,0,8620 d,STL 
Eric Lauer ,64.4,57,4,0,4.81,1.40,34,64,26,12,12,12,4,0,6409 d,SP) FA 
Dustin May ,21.4,21,1,0,3.66,1.20,9,18,7,2,14,2,1,0,7413 d,LAD 
Cole Sands ,33.9,34,2,0,4.29,1.34,16,32,13,5,31,0,2,0,6835 d,MIN 
Jose Cisnero ,50.0,54,2,0,4.43,1.40,25,46,24,7,52,0,3,0,4836 d,LAA 
Dominic Leone ,48.9,50,2,2,4.57,1.39,25,46,22,8,49,0,3,0,5134 d,CWS 
Quinn Priester ,83.7,67,4,0,4.63,1.43,43,85,35,10,27,13,6,0,23367 ,PIT 
Jonathan Hernandez ,53.4,53,2,1,4.33,1.43,26,50,26,7,53,0,2,0,7920 d,TEX 
Sean Reid-Foley ,39.9,49,2,0,4.32,1.42,19,34,23,5,37,0,2,0,6478 d,NYM 
Jose A. Ferrer ,47.1,39,2,0,4.30,1.37,23,47,18,5,49,0,2,0,46493 ,WSH 
Carlos Hernandez ,58.4,57,2,0,4.55,1.38,29,55,25,8,51,0,4,0,39260 ,KC 
Buck Farmer ,60.8,62,3,0,4.75,1.40,32,57,27,10,60,0,4,0,5031 d,CIN 
Yunior Marte ,47.6,47,2,0,4.43,1.38,23,46,20,6,49,0,2,0,8653 d,PHI 
Daysbel Hernandez ,40.1,45,2,0,4.31,1.41,19,36,21,5,42,0,2,0,44330 ,ATL 
Ethan Small ,45.9,47,2,0,4.23,1.43,22,42,23,5,45,0,2,0,23991 ,SF 
Jackson Kowar ,51.6,52,3,1,4.59,1.44,26,50,24,7,46,0,3,0,6875 d,SEA 
Angel Zerpa ,42.8,34,2,0,4.33,1.35,21,44,14,5,27,4,3,0,44072 ,KC 
Jimmy Herget ,38.7,36,2,0,4.49,1.33,19,38,14,6,38,0,2,0,6636 d,LAA 
Dylan Coleman ,36.8,43,2,0,4.27,1.42,17,30,22,4,38,0,2,0,44024 ,HOU 
Drew VerHagen ,42.6,40,3,0,4.63,1.39,22,42,18,6,41,0,2,0,5534 d,RP) FA 
Drew Carlton ,22.1,20,1,0,3.86,1.20,9,20,6,3,23,0,1,0,44164 ,SD 
Will Dion ,18.2,17,2,0,3.77,1.30,8,18,6,2,12,2,2,0,45055 ,CLE 
Brendan White ,30.2,29,1,0,4.08,1.29,14,29,10,3,30,0,2,0,45749 ,DET 
Joey Cantillo ,35.4,34,2,0,4.31,1.37,17,33,16,5,7,7,2,0,43689 ,CLE 
Alex Speas ,45.9,53,2,1,4.46,1.44,23,39,27,6,48,0,4,0,7035 d,CWS 
Daniel Lynch IV ,87.9,71,5,0,4.86,1.43,47,94,32,13,27,14,6,0,7994 d,KC 
Angel Felipe ,31.5,35,2,0,4.03,1.44,14,27,19,3,30,0,2,0,45495 ,OAK 
John McMillon ,52.8,64,3,3,4.58,1.53,27,44,37,6,52,0,4,0,48204 ,KC 
Sean Newcomb ,49.4,52,2,1,4.36,1.45,24,44,27,6,47,0,3,0,5961 d,OAK 
Xzavion Curry ,57.6,46,2,0,4.64,1.34,30,58,19,9,41,3,3,0,44893 ,CLE 
Bruce Zimmermann ,35.5,30,2,0,4.42,1.33,17,37,10,5,20,3,2,0,8044 d,BAL 
Josh Taylor ,35.7,38,2,0,4.41,1.38,18,35,15,5,37,0,2,0,6706 d,KC 
Cody Poteet ,33.6,32,2,0,4.50,1.33,17,32,13,5,32,1,2,0,44237 ,NYY 
Michael Kelly ,40.6,42,2,0,4.35,1.41,20,37,20,5,40,0,2,0,7095 d,OAK 
Will Warren ,39.7,35,2,0,4.37,1.37,19,39,16,5,19,5,2,0,46420 ,NYY 
Andrew Wantz ,45.1,44,2,0,4.61,1.36,23,43,19,8,43,0,2,0,44738 ,LAA 
Erik Miller ,45.2,51,2,0,4.29,1.46,22,40,27,5,45,0,2,0,23362 ,SF 
Luis Frias ,40.3,40,2,0,4.32,1.41,19,38,19,4,39,0,2,0,43740 ,ARI 
Sammy Peralta ,28.7,26,2,0,4.31,1.34,14,28,10,4,26,0,1,0,46984 ,CWS 
Codi Heuer ,27.3,24,2,0,4.19,1.35,13,27,10,3,28,0,1,0,43650 ,RP) FA 
Joey Wentz ,56.2,54,2,0,4.60,1.39,29,55,23,8,46,3,4,0,6418 d,DET 
Carlos Vargas ,43.0,40,2,0,4.23,1.43,20,41,20,5,46,0,2,0,44061 ,SEA 
Allan Winans ,24.7,23,1,0,4.02,1.26,11,24,7,3,22,1,1,0,45675 ,ATL 
Rich Hill ,68.2,57,4,0,4.87,1.41,37,71,25,11,15,13,5,0,4649 d,"RP,SP) FA "
Drew Rom ,37.1,34,2,0,4.27,1.40,18,38,14,5,30,2,2,0,46127 ,STL 
Ryan Tepera ,26.1,24,2,0,4.36,1.32,13,24,10,4,27,0,2,0,5590 d,RP) FA 
Colby White ,31.4,35,2,0,4.35,1.40,15,28,16,4,32,0,1,0,45329 ,TB 
Jacob Lopez ,20.3,21,1,0,3.82,1.26,9,18,7,2,16,1,1,0,26910 ,TB 
Joely Rodriguez ,38.0,37,2,0,4.23,1.43,18,38,16,4,38,0,2,0,5215 d,BOS 
Luis Garcia ,21.3,22,1,0,4.05,1.24,10,19,8,3,4,4,1,0,43720 ,HOU 
Liam Hendriks ,11.6,15,1,0,3.46,1.10,4,10,3,2,11,0,1,0,4158 d,BOS 
Tejay Antone ,39.6,39,2,0,4.50,1.39,20,39,17,6,39,0,2,0,39285 ,CIN 
George Soriano ,55.0,51,2,0,4.47,1.42,27,53,25,7,53,0,2,0,45277 ,MIA 
Marco Gonzales ,121.1,78,6,0,4.88,1.42,66,134,38,18,25,21,9,0,4945 d,PIT 
Colin Selby ,39.4,41,2,0,4.33,1.44,19,36,20,4,38,0,2,0,46497 ,PIT 
Jake Irvin ,121.8,98,5,0,4.93,1.42,67,124,48,19,24,24,8,0,43981 ,WSH 
Carl Edwards Jr. ,30.0,26,2,1,4.30,1.40,14,29,13,4,31,0,1,0,4906 d,CHC 
Carlos Carrasco ,77.7,66,4,0,4.84,1.43,42,84,27,12,34,11,5,0,3150 d,CLE 
Keegan Thompson ,38.1,36,2,0,4.47,1.39,19,36,17,5,34,0,2,0,43927 ,CHC 
Amir Garrett ,47.7,54,2,0,4.45,1.46,24,41,28,6,50,0,2,0,5588 d,SF 
Jackson Stephens ,30.9,28,2,0,4.37,1.38,15,31,11,4,28,0,1,0,6546 d,ATL 
Grant Hartwig ,32.3,31,2,0,4.33,1.41,16,30,15,4,32,0,2,0,46948 ,NYM 
Victor Arano ,24.0,25,1,0,4.14,1.30,11,22,9,3,25,0,1,0,6737 d,RP) FA 
Josh Winder ,35.4,30,2,0,4.52,1.36,18,36,13,5,31,0,2,0,44360 ,MIN 
Joey Estes ,37.8,31,2,0,4.74,1.32,20,37,13,6,17,5,3,0,44916 ,OAK 
Spencer Turnbull ,66.8,58,3,0,4.80,1.41,36,69,26,9,33,9,4,0,7850 d,PHI 
Hagen Danner ,20.5,22,1,0,4.20,1.26,10,18,8,3,24,0,1,0,6864 d,TOR 
Matt Bush ,26.2,27,1,0,4.32,1.30,13,24,10,4,27,0,1,0,4077 d,"SP,RP) FA "
Brad Boxberger ,43.8,42,2,0,4.65,1.39,23,41,20,6,46,0,2,0,4683 d,RP) FA 
Julio Urias ,16.3,15,1,0,4.05,1.18,7,15,4,2,3,3,1,0,4922 d,SP) FA 
Sean Hjelle ,58.0,45,3,0,4.53,1.45,29,63,21,6,36,4,3,0,7928 d,SF 
Jose Butto ,37.5,33,2,0,4.61,1.37,19,37,15,5,23,3,2,0,7207 d,NYM 
Zach Pop ,27.5,24,1,0,4.18,1.32,13,27,9,3,28,0,1,0,8007 d,TOR 
